	Word	Bigram	Conc.M	Conc.SD	Unknown	Total	Percent_known	SUBTLEX	Dom_Pos
37955	coerciveness	0	1.85	1.03	2	29	0.9310344827586207	0	
37956	commandingly	0	1.85	1.23	1	28	0.9642857142857143	0	
37957	commerciality	0	1.85	1.1	2	29	0.9310344827586207	0	
37958	contentedness	0	1.85	0.83	3	29	0.896551724137931	0	
37959	counteraccusation	0	1.85	0.95	2	29	0.9310344827586207	0	
37960	diabolicalness	0	1.85	0.92	2	28	0.9285714285714286	0	
37961	disdainfulness	0	1.85	1.2	1	28	0.9642857142857143	0	
37962	dismissingly	0	1.85	0.91	2	29	0.9310344827586207	0	
37963	displeasingly	0	1.85	1.17	0	27	1.0	0	
37964	dividedness	0	1.85	1.08	3	29	0.896551724137931	0	
37965	doctorial	0	1.85	1.23	2	29	0.9310344827586207	0	
37966	doubtable	0	1.85	0.99	0	27	1.0	0	
37967	dreamlessly	0	1.85	1.19	0	26	1.0	0	
37968	embarrassedly	0	1.85	1.16	2	28	0.9285714285714286	0	
37969	employability	0	1.85	0.99	1	28	0.9642857142857143	0	
37970	encumber	0	1.85	1.05	2	28	0.9285714285714286	0	
37971	episodically	0	1.85	0.91	1	28	0.9642857142857143	0	
37973	excommunicable	0	1.85	1.08	4	30	0.8666666666666667	0	
37974	explicatory	0	1.85	1.05	3	29	0.896551724137931	0	
37975	faintheartedly	0	1.85	0.88	1	27	0.9629629629629629	0	
37976	feudalization	0	1.85	1.19	3	29	0.896551724137931	0	
37977	harassingly	0	1.85	0.77	0	27	1.0	0	
37979	hypercritically	0	1.85	0.97	4	30	0.8666666666666667	0	
37980	iconographical	0	1.85	1.06	3	30	0.9	0	
37981	idealizer	0	1.85	1.23	3	30	0.9	0	
37982	imperatively	0	1.85	0.97	4	30	0.8666666666666667	0	
37983	incontestably	0	1.85	1.08	3	29	0.896551724137931	0	
37984	indistinctively	0	1.85	1.26	0	27	1.0	0	
37985	innumerably	0	1.85	0.99	3	30	0.9	0	
37986	inobservance	0	1.85	0.83	2	28	0.9285714285714286	0	
37987	interposing	0	1.85	1.01	3	29	0.896551724137931	0	
37988	intolerableness	0	1.85	0.97	3	29	0.896551724137931	0	
37989	justifier	0	1.85	1.19	1	27	0.9629629629629629	0	
37990	languishingly	0	1.85	0.92	2	28	0.9285714285714286	0	
37991	long shot	1	1.85	0.77	0	27	1.0	0	
37992	low key	1	1.85	1.03	0	27	1.0	0	
37993	misappropriate	0	1.85	0.95	0	27	1.0	0	
37994	misdoing	0	1.85	1.01	2	28	0.9285714285714286	0	
37995	narcism	0	1.85	1.41	3	29	0.896551724137931	0	
37996	naturalness	0	1.85	1.06	1	28	0.9642857142857143	0	
37997	neolithic	0	1.85	0.95	2	29	0.9310344827586207	6	
37998	nonplus	0	1.85	0.99	3	30	0.9	0	
37999	notoriousness	0	1.85	1.03	2	29	0.9310344827586207	0	
38000	oppressively	0	1.85	1.17	0	27	1.0	0	
38001	outgoingness	0	1.85	1.23	1	28	0.9642857142857143	0	
38002	postclassical	0	1.85	1.22	3	29	0.896551724137931	0	
38003	relationally	0	1.85	1.1	3	30	0.9	0	
38004	resistibility	0	1.85	1.19	1	27	0.9629629629629629	0	
38005	retaliative	0	1.85	1.1	1	28	0.9642857142857143	0	
38006	rightfulness	0	1.85	0.78	3	29	0.896551724137931	0	
38007	small hours	1	1.85	1.1	3	30	0.9	0	
38008	stirringly	0	1.85	1.03	1	28	0.9642857142857143	0	
38010	territorialize	0	1.85	1.12	3	29	0.896551724137931	0	
38012	trustfulness	0	1.85	0.95	0	27	1.0	0	
38013	tumultuousness	0	1.85	1.26	4	30	0.8666666666666667	0	
38014	unconcluded	0	1.85	1.23	1	28	0.9642857142857143	0	
38015	unconsidered	0	1.85	0.99	1	28	0.9642857142857143	0	
38017	ungenerously	0	1.85	1.17	2	29	0.9310344827586207	0	
38018	ungifted	0	1.85	1.1	2	29	0.9310344827586207	0	
38019	unpitying	0	1.85	0.77	2	29	0.9310344827586207	0	
38020	unproblematic	0	1.85	0.97	2	28	0.9285714285714286	0	
38021	unreformed	0	1.85	1.08	1	27	0.9629629629629629	0	
38022	unscientifically	0	1.85	1.1	1	28	0.9642857142857143	0	
38023	unsubsidized	0	1.85	1.05	1	27	0.9629629629629629	0	
38024	unsuccessfulness	0	1.85	1.01	2	28	0.9285714285714286	0	
38025	untouchably	0	1.85	1.1	3	30	0.9	0	
38026	alienability	0	1.84	0.83	3	22	0.8636363636363636	0	
38028	argumentativeness	0	1.84	0.99	2	27	0.9259259259259259	0	
38029	bamboozlement	0	1.84	1.14	4	29	0.8620689655172413	0	
38030	befuddlement	0	1.84	0.85	4	29	0.8620689655172413	0	
38031	clairvoyantly	0	1.84	1.07	4	29	0.8620689655172413	0	
38032	decentralize	0	1.84	1.03	1	26	0.9615384615384616	0	
38033	delocalize	0	1.84	1.07	4	29	0.8620689655172413	0	
38034	departmentalism	0	1.84	0.85	4	29	0.8620689655172413	0	
38035	depreciatory	0	1.84	0.75	0	25	1.0	0	
38037	dialectically	0	1.84	1.07	3	28	0.8928571428571429	0	
38038	divineness	0	1.84	1.31	2	27	0.9259259259259259	0	
38039	divisionally	0	1.84	1.07	3	28	0.8928571428571429	0	
38040	everlastingness	0	1.84	1.28	4	29	0.8620689655172413	0	
38041	excitableness	0	1.84	1.18	2	27	0.9259259259259259	0	
38042	formulize	0	1.84	1.07	4	29	0.8620689655172413	0	
38043	giftedness	0	1.84	0.94	3	28	0.8928571428571429	0	
38044	illiterately	0	1.84	1.14	3	28	0.8928571428571429	0	
38045	inceptively	0	1.84	1.11	2	27	0.9259259259259259	0	
38046	incisiveness	0	1.84	1.18	4	29	0.8620689655172413	0	
38047	incongruousness	0	1.84	1.11	3	28	0.8928571428571429	0	
38048	informatively	0	1.84	0.9	0	31	1.0	0	
38049	innumerous	0	1.84	0.94	4	29	0.8620689655172413	0	
38050	killingly	0	1.84	0.94	4	29	0.8620689655172413	0	
38051	knowledgeably	0	1.84	1.31	2	27	0.9259259259259259	0	
38052	misbelieve	0	1.84	1.14	4	29	0.8620689655172413	0	
38054	municipalize	0	1.84	1.11	2	27	0.9259259259259259	0	
38055	nonresistance	0	1.84	0.9	0	31	1.0	0	
38056	obtrusiveness	0	1.84	0.99	0	25	1.0	0	
38058	perceptional	0	1.84	1.11	4	29	0.8620689655172413	0	
38059	presumptively	0	1.84	1.03	3	28	0.8928571428571429	0	
38060	prevailingly	0	1.84	1.07	4	29	0.8620689655172413	0	
38061	resolvability	0	1.84	1.07	3	28	0.8928571428571429	0	
38062	reticulate	0	1.84	1.25	4	29	0.8620689655172413	0	
38064	showiness	0	1.84	0.9	2	27	0.9259259259259259	0	
38065	stuffily	0	1.84	0.94	3	28	0.8928571428571429	0	
38066	translational	0	1.84	0.99	4	29	0.8620689655172413	0	
38068	uninterestingly	0	1.84	1.18	2	27	0.9259259259259259	0	
38069	untradeable	0	1.84	1.07	3	28	0.8928571428571429	0	
38070	viscerally	0	1.84	1.07	1	26	0.9615384615384616	0	
38071	voguish	0	1.84	1.11	4	29	0.8620689655172413	0	
38072	wrathfulness	0	1.84	0.99	3	28	0.8928571428571429	0	
38073	antimonarchical	0	1.83	1.15	4	27	0.8518518518518519	0	
38074	antisemitism	0	1.83	1.2	3	27	0.8888888888888888	0	
38075	bastardly	0	1.83	1.27	2	25	0.92	0	
38076	beseechingly	0	1.83	0.92	4	28	0.8571428571428571	0	
38077	common sense	1	1.83	1.2	0	29	1.0	0	
38078	communicativeness	0	1.83	1.03	4	27	0.8518518518518519	0	
38079	constructiveness	0	1.83	1.05	1	25	0.96	0	
38080	contradictious	0	1.83	0.96	3	27	0.8888888888888888	0	
38081	courteousness	0	1.83	1.02	0	30	1.0	0	
38082	damagingly	0	1.83	1.07	4	27	0.8518518518518519	0	
38083	despiser	0	1.83	1.13	4	28	0.8571428571428571	0	
38084	disappointingly	0	1.83	1.04	0	29	1.0	0	
38085	distractedness	0	1.83	0.87	4	28	0.8571428571428571	0	
38086	essentiality	0	1.83	1.0	1	30	0.9666666666666667	0	
38087	exaltedly	0	1.83	1.03	1	24	0.9583333333333334	0	
38088	exhaustible	0	1.83	0.76	0	29	1.0	0	
38089	explorative	0	1.83	0.99	0	30	1.0	0	
38090	farness	0	1.83	1.09	3	27	0.8888888888888888	0	
38092	forlornness	0	1.83	0.87	3	27	0.8888888888888888	0	
38093	formalization	0	1.83	0.97	0	29	1.0	0	
38094	frazzling	0	1.83	0.92	4	28	0.8571428571428571	0	
38095	genuineness	0	1.83	1.27	2	25	0.92	0	
38096	guileful	0	1.83	1.03	4	27	0.8518518518518519	0	
38098	imaginativeness	0	1.83	1.23	4	27	0.8518518518518519	0	
38099	imperishably	0	1.83	1.03	1	24	0.9583333333333334	0	
38100	impracticalness	0	1.83	1.0	1	30	0.9666666666666667	0	
38101	incitingly	0	1.83	1.05	4	28	0.8571428571428571	0	
38102	indulgenced	0	1.83	0.98	4	27	0.8518518518518519	0	
38103	interestedly	0	1.83	0.92	1	25	0.96	0	
38104	interspatial	0	1.83	1.03	3	26	0.8846153846153846	0	
38105	irreconcilably	0	1.83	1.34	4	27	0.8518518518518519	0	
38106	irretrievableness	0	1.83	1.27	4	28	0.8571428571428571	0	
38107	irrevocableness	0	1.83	1.13	4	28	0.8571428571428571	0	
38108	lendable	0	1.83	0.96	2	26	0.9230769230769231	0	
38109	liberalist	0	1.83	0.94	3	26	0.8846153846153846	0	
38110	noncompetitively	0	1.83	0.89	1	30	0.9666666666666667	0	
38111	nonintellectual	0	1.83	1.29	0	30	1.0	0	
38112	nonrealistic	0	1.83	1.2	2	26	0.9230769230769231	0	
38113	numberless	0	1.83	1.14	0	29	1.0	0	
38114	overarching	0	1.83	0.89	1	30	0.9666666666666667	0	
38115	profaneness	0	1.83	1.1	1	30	0.9666666666666667	0	
38116	psychobiology	0	1.83	1.13	4	28	0.8571428571428571	0	
38117	recentralize	0	1.83	0.92	4	28	0.8571428571428571	0	
38118	repugnantly	0	1.83	1.17	4	28	0.8571428571428571	0	
38119	restrictedness	0	1.83	0.89	2	25	0.92	0	
38120	reversibility	0	1.83	0.87	3	27	0.8888888888888888	0	
38122	sufferable	0	1.83	0.82	0	24	1.0	0	
38124	trainable	0	1.83	1.04	1	30	0.9666666666666667	0	
38125	transformability	0	1.83	1.0	1	30	0.9666666666666667	0	
38126	unauthentic	0	1.83	1.09	1	25	0.96	0	
38127	unclassifiable	0	1.83	1.24	1	25	0.96	0	
38128	uncontrollability	0	1.83	1.1	1	30	0.9666666666666667	0	
38129	unexpressive	0	1.83	1.0	0	29	1.0	0	
38130	unfussy	0	1.83	1.05	4	28	0.8571428571428571	0	
38131	unitary	0	1.83	0.89	4	27	0.8518518518518519	0	
38132	unknowably	0	1.83	1.19	4	27	0.8518518518518519	0	
38133	unnoticeably	0	1.83	1.02	0	30	1.0	0	
38134	unresisting	0	1.83	1.04	0	29	1.0	0	
38135	verifiably	0	1.83	1.12	0	30	1.0	0	
38136	workableness	0	1.83	1.01	4	28	0.8571428571428571	0	
38137	abidingly	0	1.82	0.94	2	30	0.9333333333333333	0	
38138	accomplishable	0	1.82	1.12	1	29	0.9655172413793104	0	
38140	almightily	0	1.82	1.12	1	29	0.9655172413793104	0	
38141	aloofly	0	1.82	0.8	2	24	0.9166666666666666	0	
38142	amorously	0	1.82	0.98	3	31	0.9032258064516129	0	
38143	analogical	0	1.82	1.18	4	26	0.8461538461538461	0	
38144	analytically	0	1.82	1.25	0	28	1.0	0	
38145	barbarically	0	1.82	1.12	1	29	0.9655172413793104	0	
38146	brazenness	0	1.82	1.16	2	30	0.9333333333333333	0	
38147	coeducationally	0	1.82	0.66	2	24	0.9166666666666666	0	
38148	congenially	0	1.82	0.94	1	29	0.9655172413793104	0	
38149	conjuncture	0	1.82	1.19	4	32	0.875	0	
38150	courtliness	0	1.82	0.94	1	29	0.9655172413793104	0	
38151	dandily	0	1.82	0.82	2	30	0.9333333333333333	0	
38152	despairingly	0	1.82	1.09	1	29	0.9655172413793104	0	
38153	disdainfully	0	1.82	1.02	1	29	0.9655172413793104	0	
38154	dozily	0	1.82	0.91	4	26	0.8461538461538461	0	
38155	enthrall	0	1.82	1.06	2	30	0.9333333333333333	0	
38156	falsehearted	0	1.82	1.28	1	29	0.9655172413793104	0	
38157	flourishingly	0	1.82	1.09	3	31	0.9032258064516129	0	
38158	forethoughtfulness	0	1.82	1.1	4	26	0.8461538461538461	0	
38159	fractiously	0	1.82	1.01	4	26	0.8461538461538461	0	
38160	gregariously	0	1.82	0.94	2	30	0.9333333333333333	0	
38161	haltingness	0	1.82	0.91	2	24	0.9166666666666666	0	
38162	hellishness	0	1.82	1.02	0	28	1.0	0	
38163	highfaluting	0	1.82	0.96	3	25	0.88	0	
38164	ill advised	1	1.82	0.72	0	28	1.0	0	
38165	inadmissibly	0	1.82	1.02	1	29	0.9655172413793104	0	
38166	incompatibleness	0	1.82	1.26	4	26	0.8461538461538461	0	
38167	intensification	0	1.82	1.28	0	28	1.0	0	
38168	limitlessly	0	1.82	1.19	1	29	0.9655172413793104	0	
38169	methodologically	0	1.82	1.16	2	30	0.9333333333333333	0	
38170	nonexpendable	0	1.82	1.19	1	29	0.9655172413793104	0	
38171	nonirritating	0	1.82	1.02	0	28	1.0	0	
38172	passiveness	0	1.82	1.09	0	28	1.0	0	
38173	powerlessly	0	1.82	0.98	2	30	0.9333333333333333	0	
38176	provokingly	0	1.82	0.85	2	24	0.9166666666666666	0	
38177	referable	0	1.82	1.09	0	28	1.0	0	
38178	reminiscent of	1	1.82	0.98	0	28	1.0	0	
38180	scholarliness	0	1.82	0.98	1	29	0.9655172413793104	0	
38181	sensitiveness	0	1.82	0.77	1	29	0.9655172413793104	0	
38182	spiritism	0	1.82	0.94	1	29	0.9655172413793104	0	
38183	subprime	0	1.82	1.02	1	29	0.9655172413793104	0	
38184	unplayable	0	1.82	1.19	1	29	0.9655172413793104	0	
38185	unstressed	0	1.82	0.98	1	29	0.9655172413793104	0	
38186	unthinkingly	0	1.82	1.02	1	29	0.9655172413793104	0	
38187	unvaryingly	0	1.82	0.86	0	28	1.0	0	
38188	acquisitively	0	1.81	1.14	2	29	0.9310344827586207	0	
38190	antigambling	0	1.81	1.33	3	29	0.896551724137931	0	
38191	appall	0	1.81	1.04	3	30	0.9	0	
38192	claimable	0	1.81	0.94	1	27	0.9629629629629629	0	
38193	constestable	0	1.81	1.08	3	30	0.9	0	
38194	contrarily	0	1.81	0.98	2	28	0.9285714285714286	0	
38195	copiousness	0	1.81	0.83	2	29	0.9310344827586207	0	
38196	covetable	0	1.81	1.17	3	29	0.896551724137931	0	
38197	cuttingly	0	1.81	0.94	1	27	0.9629629629629629	0	
38198	defensibility	0	1.81	0.92	0	27	1.0	0	
38199	definably	0	1.81	1.11	1	28	0.9642857142857143	0	
38200	derogative	0	1.81	1.27	2	28	0.9285714285714286	0	
38201	disjunction	0	1.81	1.27	1	27	0.9629629629629629	0	
38202	dispersive	0	1.81	0.88	2	29	0.9310344827586207	0	
38203	disrespectfulness	0	1.81	1.21	1	28	0.9642857142857143	0	
38206	distortedness	0	1.81	0.85	1	27	0.9629629629629629	0	
38207	doubtfulness	0	1.81	1.06	0	26	1.0	0	
38208	egocentricity	0	1.81	0.8	2	28	0.9285714285714286	0	
38209	exhaustiveness	0	1.81	0.98	1	27	0.9629629629629629	0	
38210	extremeness	0	1.81	1.02	3	29	0.896551724137931	0	
38211	fertileness	0	1.81	0.98	0	26	1.0	0	
38212	fictitiousness	0	1.81	1.21	0	27	1.0	0	
38213	foolhardiness	0	1.81	1.06	1	27	0.9629629629629629	0	
38214	forwardness	0	1.81	1.21	0	27	1.0	0	
38215	functionless	0	1.81	1.2	0	26	1.0	0	
38216	genialness	0	1.81	1.23	2	28	0.9285714285714286	0	
38217	globularity	0	1.81	1.02	3	29	0.896551724137931	0	
38219	gratuitousness	0	1.81	1.21	1	28	0.9642857142857143	0	
38220	guardedness	0	1.81	1.04	0	27	1.0	0	
38221	heretically	0	1.81	1.23	3	29	0.896551724137931	0	
38222	hypnotically	0	1.81	0.94	2	28	0.9285714285714286	0	
38223	illuminatingly	0	1.81	0.96	3	30	0.9	0	
38224	immaculateness	0	1.81	0.98	3	29	0.896551724137931	0	
38225	immanent	0	1.81	0.98	3	29	0.896551724137931	0	
38226	impolitely	0	1.81	1.11	0	27	1.0	0	
38227	inapprehension	0	1.81	1.04	3	30	0.9	0	
38228	incorruptibly	0	1.81	0.83	1	28	0.9642857142857143	0	
38229	infamousness	0	1.81	0.8	1	27	0.9629629629629629	0	
38230	inspectorial	0	1.81	1.33	4	30	0.8666666666666667	0	
38231	introducible	0	1.81	0.85	2	28	0.9285714285714286	0	
38232	irrecognizable	0	1.81	0.9	3	29	0.896551724137931	0	
38233	irrelative	0	1.81	1.17	3	24	0.875	0	
38234	liberalistic	0	1.81	0.92	2	29	0.9310344827586207	0	
38236	misadministration	0	1.81	1.13	3	29	0.896551724137931	0	
38238	nonobligatory	0	1.81	1.3	2	28	0.9285714285714286	0	
38239	oppositeness	0	1.81	0.98	2	28	0.9285714285714286	0	
38240	popularization	0	1.81	0.96	1	28	0.9642857142857143	0	
38241	populism	0	1.81	1.06	3	29	0.896551724137931	0	
38242	pragmatics	0	1.81	0.85	3	29	0.896551724137931	0	
38243	propositional	0	1.81	1.14	3	30	0.9	0	
38244	prudishly	0	1.81	0.92	1	28	0.9642857142857143	0	
38245	reconcilability	0	1.81	1.17	2	28	0.9285714285714286	0	
38246	resonantly	0	1.81	1.2	3	29	0.896551724137931	0	
38247	responsively	0	1.81	1.21	0	27	1.0	0	
38248	short term	1	1.81	1.04	0	27	1.0	0	
38249	sportiness	0	1.81	0.94	3	29	0.896551724137931	0	
38250	starkness	0	1.81	0.92	1	28	0.9642857142857143	0	
38251	succulently	0	1.81	0.9	0	26	1.0	0	
38252	suggestiveness	0	1.81	0.88	2	29	0.9310344827586207	0	
38253	suppressible	0	1.81	1.06	2	28	0.9285714285714286	0	
38254	terminological	0	1.81	1.23	3	29	0.896551724137931	0	
38255	thenceforward	0	1.81	1.0	3	30	0.9	0	
38256	unassertiveness	0	1.81	1.04	0	27	1.0	0	
38257	unassumingly	0	1.81	1.02	2	28	0.9285714285714286	0	
38258	unaudited	0	1.81	0.96	1	28	0.9642857142857143	0	
38259	unchallengeable	0	1.81	1.11	2	29	0.9310344827586207	0	
38260	unconscientiously	0	1.81	1.08	2	29	0.9310344827586207	0	
38261	undemonstratively	0	1.81	1.0	1	28	0.9642857142857143	0	
38262	underperformance	0	1.81	0.88	0	27	1.0	0	
38263	undertrained	0	1.81	1.06	1	27	0.9629629629629629	0	
38264	undeservingly	0	1.81	0.69	1	27	0.9629629629629629	0	
38265	undesignated	0	1.81	1.13	0	26	1.0	0	
38266	unexacting	0	1.81	1.02	3	29	0.896551724137931	0	
38267	unfatherly	0	1.81	0.85	1	27	0.9629629629629629	0	
38268	unmentionably	0	1.81	1.1	1	27	0.9629629629629629	0	
38269	unpayable	0	1.81	0.79	2	29	0.9310344827586207	0	
38270	unprofessed	0	1.81	1.13	2	28	0.9285714285714286	0	
38271	unserviceable	0	1.81	0.98	3	29	0.896551724137931	0	
38273	well meaning	1	1.81	0.74	0	27	1.0	0	
38274	absolvable	0	1.8	1.08	3	28	0.8928571428571429	0	
38275	agonizingly	0	1.8	1.0	1	31	0.967741935483871	0	
38276	amateurishness	0	1.8	1.22	1	26	0.9615384615384616	0	
38277	antiquate	0	1.8	1.08	4	29	0.8620689655172413	0	
38278	bastardization	0	1.8	0.82	3	28	0.8928571428571429	0	
38279	bespoken	0	1.8	1.04	0	25	1.0	0	
38280	challengeable	0	1.8	0.91	4	29	0.8620689655172413	0	
38281	confirmedly	0	1.8	0.91	3	28	0.8928571428571429	0	
38282	correlativeness	0	1.8	1.12	4	29	0.8620689655172413	0	
38283	countersecurity	0	1.8	1.0	3	28	0.8928571428571429	0	
38284	delinquently	0	1.8	0.96	0	30	1.0	0	
38285	depolarize	0	1.8	1.12	3	28	0.8928571428571429	0	
38286	devastative	0	1.8	0.96	4	29	0.8620689655172413	0	
38287	disingenuousness	0	1.8	1.08	4	29	0.8620689655172413	0	
38288	dispiritedly	0	1.8	1.04	4	29	0.8620689655172413	0	
38289	disputability	0	1.8	1.0	2	27	0.9259259259259259	0	
38290	effectually	0	1.8	1.19	4	29	0.8620689655172413	0	
38291	endearingly	0	1.8	0.91	0	25	1.0	0	
38292	exasperatedly	0	1.8	0.87	3	28	0.8928571428571429	0	
38293	generalship	0	1.8	1.0	2	27	0.9259259259259259	0	
38294	grantable	0	1.8	1.04	3	28	0.8928571428571429	0	
38295	headstrongness	0	1.8	1.19	4	29	0.8620689655172413	0	
38296	imperviousness	0	1.8	0.87	2	27	0.9259259259259259	0	
38297	indiscernibly	0	1.8	1.04	4	29	0.8620689655172413	0	
38299	inhibitive	0	1.8	0.91	2	27	0.9259259259259259	0	
38300	intercommunicative	0	1.8	1.08	4	29	0.8620689655172413	0	
38301	internationalize	0	1.8	1.21	0	30	1.0	0	
38302	irremediable	0	1.8	1.22	4	29	0.8620689655172413	0	
38303	jurisdictionally	0	1.8	1.08	4	29	0.8620689655172413	0	
38305	nefariously	0	1.8	1.12	3	28	0.8928571428571429	0	
38306	nonimpact	0	1.8	1.08	2	27	0.9259259259259259	0	
38307	nonrepresentational	0	1.8	1.12	2	27	0.9259259259259259	0	
38308	obligatorily	0	1.8	1.12	2	27	0.9259259259259259	0	
38309	overinvest	0	1.8	0.91	2	27	0.9259259259259259	0	
38310	qualifiedly	0	1.8	0.82	4	29	0.8620689655172413	0	
38311	raptly	0	1.8	0.87	4	29	0.8620689655172413	0	
38312	representativeness	0	1.8	0.96	4	29	0.8620689655172413	0	
38314	sophistically	0	1.8	0.96	4	29	0.8620689655172413	0	
38315	toxically	0	1.8	1.12	2	27	0.9259259259259259	0	
38316	uncommunicativeness	0	1.8	0.96	0	30	1.0	0	
38317	uninterruptible	0	1.8	0.96	2	27	0.9259259259259259	0	
38318	unpreventable	0	1.8	1.08	1	26	0.9615384615384616	0	
38319	unsworn	0	1.8	1.12	1	26	0.9615384615384616	0	
38320	whimsicalness	0	1.8	1.12	4	29	0.8620689655172413	0	
38321	worrisomely	0	1.8	0.71	4	29	0.8620689655172413	0	
38322	aestheticism	0	1.79	1.14	1	25	0.96	0	
38323	allocable	0	1.79	0.88	4	28	0.8571428571428571	0	
38324	americanize	0	1.79	1.1	1	25	0.96	1	
38325	artlessness	0	1.79	1.06	1	25	0.96	0	
38326	asexualize	0	1.79	1.06	4	28	0.8571428571428571	0	
38327	conditionally	0	1.79	0.99	0	28	1.0	0	
38328	congruently	0	1.79	1.32	1	25	0.96	0	
38329	convictional	0	1.79	1.1	1	29	0.9655172413793104	0	
38330	corruptive	0	1.79	0.94	0	29	1.0	0	
38331	daringness	0	1.79	1.02	1	25	0.96	0	
38332	deficiently	0	1.79	1.08	1	30	0.9666666666666667	0	
38333	derogatively	0	1.79	0.99	1	29	0.9655172413793104	0	
38334	developable	0	1.79	0.72	1	25	0.96	0	
38335	disconnectedly	0	1.79	0.98	3	27	0.8888888888888888	0	
38336	discoverability	0	1.79	1.18	4	28	0.8571428571428571	0	
38337	dislikable	0	1.79	0.9	0	29	1.0	0	
38339	drearily	0	1.79	1.13	0	28	1.0	0	
38340	dumpily	0	1.79	0.88	4	28	0.8571428571428571	0	
38341	ethicalness	0	1.79	1.06	4	28	0.8571428571428571	0	
38342	exaggeratedly	0	1.79	1.02	1	25	0.96	0	
38343	extendedly	0	1.79	1.14	2	26	0.9230769230769231	0	
38344	faultfinding	0	1.79	0.83	1	25	0.96	0	
38345	forgivingly	0	1.79	0.86	1	30	0.9666666666666667	0	
38346	franticly	0	1.79	0.99	1	29	0.9655172413793104	0	
38347	hairsplitter	0	1.79	1.06	1	25	0.96	0	
38348	incalculability	0	1.79	1.03	2	30	0.9333333333333333	0	
38349	inclusively	0	1.79	0.88	0	28	1.0	0	
38351	insolvable	0	1.79	1.08	1	30	0.9666666666666667	0	
38352	intuitiveness	0	1.79	1.1	0	28	1.0	0	
38353	lovability	0	1.79	1.32	0	28	1.0	0	
38355	nationalistically	0	1.79	1.07	2	30	0.9333333333333333	0	
38356	nonpartisanship	0	1.79	0.88	2	30	0.9333333333333333	0	
38357	overcritical	0	1.79	0.98	1	30	0.9666666666666667	0	
38358	paternalistic	0	1.79	0.98	4	28	0.8571428571428571	0	
38359	professedly	0	1.79	0.88	2	26	0.9230769230769231	0	
38360	punitively	0	1.79	0.88	2	30	0.9333333333333333	0	
38361	remissive	0	1.79	0.93	3	27	0.8888888888888888	0	
38362	satisfier	0	1.79	1.02	3	27	0.8888888888888888	0	
38363	speculatively	0	1.79	0.94	2	31	0.9354838709677419	0	
38364	startlingly	0	1.79	0.88	2	30	0.9333333333333333	0	
38365	susceptibleness	0	1.79	1.03	1	29	0.9655172413793104	0	
38366	swayable	0	1.79	0.83	1	25	0.96	0	
38368	unadoptable	0	1.79	0.77	0	29	1.0	0	
38369	uncivilly	0	1.79	0.88	4	28	0.8571428571428571	0	
38370	undiscoverable	0	1.79	1.11	0	29	1.0	0	
38371	unharmonious	0	1.79	1.18	1	30	0.9666666666666667	0	
38372	unlearned	0	1.79	0.92	0	28	1.0	0	
38373	veraciously	0	1.79	1.1	3	27	0.8888888888888888	0	
38374	vicariousness	0	1.79	1.07	1	29	0.9655172413793104	0	
38375	waywardly	0	1.79	1.1	2	30	0.9333333333333333	0	
38376	womanishness	0	1.79	0.88	3	27	0.8888888888888888	0	
38377	agonistic	0	1.78	0.93	3	30	0.9	0	
38378	ambitiousness	0	1.78	1.09	2	29	0.9310344827586207	0	
38379	anticensorship	0	1.78	1.34	3	30	0.9	0	
38380	bewilderedly	0	1.78	1.0	1	24	0.9583333333333334	0	
38381	compassionless	0	1.78	0.85	0	27	1.0	0	
38382	conceivability	0	1.78	1.19	0	27	1.0	0	
38383	conductively	0	1.78	1.22	3	30	0.9	0	
38384	confirmable	0	1.78	1.09	0	23	1.0	0	
38385	convincible	0	1.78	1.01	2	29	0.9310344827586207	0	
38386	countersense	0	1.78	1.0	4	27	0.8518518518518519	0	
38387	curiousness	0	1.78	1.12	0	27	1.0	0	
38388	dimensionless	0	1.78	1.12	2	29	0.9310344827586207	0	
38389	disputative	0	1.78	0.9	4	27	0.8518518518518519	0	
38390	enjoyableness	0	1.78	1.37	2	29	0.9310344827586207	0	
38391	fixedly	0	1.78	0.9	3	26	0.8846153846153846	0	
38392	groundlessness	0	1.78	1.09	4	31	0.8709677419354839	0	
38393	heartbrokenness	0	1.78	1.17	4	27	0.8518518518518519	0	
38394	hierarchically	0	1.78	1.22	3	30	0.9	0	
38395	inauspiciously	0	1.78	0.9	3	26	0.8846153846153846	0	
38396	incessancy	0	1.78	1.09	3	30	0.9	0	
38397	incomprehensively	0	1.78	0.97	1	28	0.9642857142857143	0	
38398	intangibleness	0	1.78	1.4	2	29	0.9310344827586207	0	
38399	manageability	0	1.78	0.7	0	27	1.0	0	
38400	mischaracterize	0	1.78	0.93	2	29	0.9310344827586207	0	
38401	misconceive	0	1.78	1.09	1	24	0.9583333333333334	0	
38402	naturalize	0	1.78	1.19	0	27	1.0	0	
38404	nonresistant	0	1.78	0.97	2	29	0.9310344827586207	0	
38405	nonsensically	0	1.78	0.97	0	27	1.0	0	
38406	of late	1	1.78	1.19	1	28	0.9642857142857143	0	
38407	overcautiously	0	1.78	1.05	0	27	1.0	0	
38408	perceptibility	0	1.78	0.89	1	28	0.9642857142857143	0	
38409	premeditative	0	1.78	0.8	0	27	1.0	0	
38410	propagandistic	0	1.78	1.09	4	27	0.8518518518518519	0	
